UNODC;unodc_ddds@un.org;;;;;;;;
27/03/2023;;;;;;;;;
Iso3_code;Country;Region;Subregion;Indicator;Sex;Year;Unit of measurement;VALUE;Source
BHR;Bahrain;Asia;Western Asia;Victims of intentional homicide;Male;2014;Counts;9;SDG/MoI
BHS;Bahamas;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2014;Counts;111;MD/CTS/GSH 2023 Revision/NP
BIH;Bosnia and Herzegovina;Europe;Southern Europe;Victims of intentional homicide;Male;2014;Counts;39;UNECE/CTS/SDG
BLR;Belarus;Europe;Eastern Europe;Victims of intentional homicide;Male;2014;Counts;224;CTS
BLZ;Belize;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2014;Counts;111;OAS/CTS/MoI
BMU;Bermuda;Americas;Northern America;Victims of intentional homicide;Male;2014;Counts;3;MD/CTS/External
BRA;Brazil;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2014;Counts;54786;MD/DATASUS
BRB;Barbados;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2014;Counts;22;MD/CTS
CAN;Canada;Americas;Northern America;Victims of intentional homicide;Male;2014;Counts;371;MD/SDG/GSH 2023 Revision/CTS
CHE;Switzerland;Europe;Western Europe;Victims of intentional homicide;Male;2014;Counts;17;MD/CTS
CHL;Chile;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2014;Counts;375;CTS/OAS/SDG
COL;Colombia;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2014;Counts;12170;MD/CTS/GSH 2023 Revision
CPV;Cabo Verde;Africa;Sub-Saharan Africa;Victims of intentional homicide;Male;2014;Counts;50;MD/CTS/SAS/MoH/NP
CRI;Costa Rica;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2014;Counts;426;MD/CTS/SDG
CUB;Cuba;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2014;Counts;444;MD/MoH
CYM;Cayman Islands;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2014;Counts;5;MD/NSO
CYP;Cyprus;Asia;Western Asia;Victims of intentional homicide;Male;2014;Counts;6;CTS
CZE;Czechia;Europe;Eastern Europe;Victims of intentional homicide;Male;2014;Counts;36;MD/GSH 2019 Revision/UNSDC/CTS
DEU;Germany;Europe;Western Europe;Victims of intentional homicide;Male;2014;Counts;377;SDG/CTS/NP
DMA;Dominica;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2014;Counts;7;MD/OAS/CTS
DNK;Denmark;Europe;Northern Europe;Victims of intentional homicide;Male;2014;Counts;43;GSH 2019 Revision/MD/CTS/NSO
DOM;Dominican Republic;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2014;Counts;1623;OAS/CTS/NGO
DZA;Algeria;Africa;Northern Africa;Victims of intentional homicide;Male;2014;Counts;491,5185185;CTS
ECU;Ecuador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2014;Counts;1124;MD/OAS/CTS/SDG
ESP;Spain;Europe;Southern Europe;Victims of intentional homicide;Male;2014;Counts;195;MD/CTS/SDG
EST;Estonia;Europe;Northern Europe;Victims of intentional homicide;Male;2014;Counts;32;MD/CTS/UNODC Research
FIN;Finland;Europe;Northern Europe;Victims of intentional homicide;Male;2014;Counts;61;MD/CTS/SDG
FJI;Fiji;Oceania;Melanesia;Victims of intentional homicide;Male;2014;Counts;8;NSO
GBR;United Kingdom of Great Britain and Northern Ireland;Europe;Northern Europe;Victims of intentional homicide;Male;2014;Counts;381,6365422;Computed
GBR_E_W;United Kingdom (England and Wales);Europe;Northern Europe;Victims of intentional homicide;Male;2014;Counts;319;SDG/CTS
GBR_NI;United Kingdom (Northern Ireland);Europe;Northern Europe;Victims of intentional homicide;Male;2014;Counts;10;CTS/SDG/GSH 2023 Revision
GBR_S;United Kingdom (Scotland);Europe;Northern Europe;Victims of intentional homicide;Male;2014;Counts;48;MD/SDG/NSO
GEO;Georgia;Asia;Western Asia;Victims of intentional homicide;Male;2014;Counts;74,52;CTS/MoI
GRC;Greece;Europe;Southern Europe;Victims of intentional homicide;Male;2014;Counts;80;MD/CTS/UNODC Research
GRD;Grenada;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2014;Counts;5;CTS/UNODC Research
GTM;Guatemala;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2014;Counts;4368;CTS
HKG;China, Hong Kong Special Administrative Region;Asia;Eastern Asia;Victims of intentional homicide;Male;2014;Counts;14;SDG/CTS
HND;Honduras;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2014;Counts;5395,39198;NP/CTS
HRV;Croatia;Europe;Southern Europe;Victims of intentional homicide;Male;2014;Counts;19;MD/CTS/UNODC Research
HTI;Haiti;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2014;Counts;894;DPKO/NP
HUN;Hungary;Europe;Eastern Europe;Victims of intentional homicide;Male;2014;Counts;79;MD/CTS
IND;India;Asia;Southern Asia;Victims of intentional homicide;Male;2014;Counts;29072;MoI/NCRB India
IRN;Iran (Islamic Republic of);Asia;Southern Asia;Victims of intentional homicide;Male;2014;Counts;1711,768356;MD
IRQ_C;Iraq (Central Iraq);Asia;Western Asia;Victims of intentional homicide;Male;2014;Counts;2498;CTS
ISL;Iceland;Europe;Northern Europe;Victims of intentional homicide;Male;2014;Counts;0;MD/CTS
ISR;Israel;Asia;Western Asia;Victims of intentional homicide;Male;2014;Counts;85;MD/NSO/SDG/GSH 2023 Revision
ITA;Italy;Europe;Southern Europe;Victims of intentional homicide;Male;2014;Counts;328;MD/CTS/SDG
JAM;Jamaica;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2014;Counts;905;CTS/NP
JPN;Japan;Asia;Eastern Asia;Victims of intentional homicide;Male;2014;Counts;189;GSH 2019 Revision/CTS/SDG/MoI
KAZ;Kazakhstan;Asia;Central Asia;Victims of intentional homicide;Male;2014;Counts;700;CTS
KEN;Kenya;Africa;Sub-Saharan Africa;Victims of intentional homicide;Male;2014;Counts;1782,569899;CTS
KOR;Republic of Korea;Asia;Eastern Asia;Victims of intentional homicide;Male;2014;Counts;184;GSH 2019 Revision/CTS
LBN;Lebanon;Asia;Western Asia;Victims of intentional homicide;Male;2014;Counts;144;CTS
LCA;Saint Lucia;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2014;Counts;34;MD/GSH 2019 Revision/CTS
LIE;Liechtenstein;Europe;Western Europe;Victims of intentional homicide;Male;2014;Counts;1;CTS/NSO
LKA;Sri Lanka;Asia;Southern Asia;Victims of intentional homicide;Male;2014;Counts;428;CTS/GSH 2019 Revision
LTU;Lithuania;Europe;Northern Europe;Victims of intentional homicide;Male;2014;Counts;106;MD/CTS
LUX;Luxembourg;Europe;Western Europe;Victims of intentional homicide;Male;2014;Counts;2;MD/CTS/OHCHR
LVA;Latvia;Europe;Northern Europe;Victims of intentional homicide;Male;2014;Counts;27,42857143;CTS/SDG
MAC;China, Macao Special Administrative Region;Asia;Eastern Asia;Victims of intentional homicide;Male;2014;Counts;0;SDG/CTS/Computed
MAR;Morocco;Africa;Northern Africa;Victims of intentional homicide;Male;2014;Counts;296;UNSDC/CTS
MDA;Republic of Moldova;Europe;Eastern Europe;Victims of intentional homicide;Male;2014;Counts;144;MD/CTS
MEX;Mexico;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2014;Counts;17503;GSH 2019 Revision/NSO/CTS
MKD;North Macedonia;Europe;Southern Europe;Victims of intentional homicide;Male;2014;Counts;25;MD/CTS/SDG
MLT;Malta;Europe;Southern Europe;Victims of intentional homicide;Male;2014;Counts;5;CTS/NSO/SDG
MMR;Myanmar;Asia;South-eastern Asia;Victims of intentional homicide;Male;2014;Counts;1024;CTS/SDG
MNE;Montenegro;Europe;Southern Europe;Victims of intentional homicide;Male;2014;Counts;16;CTS
MNG;Mongolia;Asia;Eastern Asia;Victims of intentional homicide;Male;2014;Counts;159;CTS
MUS;Mauritius;Africa;Sub-Saharan Africa;Victims of intentional homicide;Male;2014;Counts;11;MD/CTS/NSO/SDG
NLD;Netherlands;Europe;Western Europe;Victims of intentional homicide;Male;2014;Counts;93;MD/NSO/CTS
NOR;Norway;Europe;Northern Europe;Victims of intentional homicide;Male;2014;Counts;16;MD/GSH 2019 Revision/CTS/NP
NZL;New Zealand;Oceania;Australia and New Zealand;Victims of intentional homicide;Male;2014;Counts;29,31818182;MD/CTS/NP
OMN;Oman;Asia;Western Asia;Victims of intentional homicide;Male;2014;Counts;6;CTS/SDG
PAN;Panama;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2014;Counts;565,7466667;MD/CTS/PPR/External
PER;Peru;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2014;Counts;1713;SDG/CTS
POL;Poland;Europe;Eastern Europe;Victims of intentional homicide;Male;2014;Counts;194,7870036;MD/CTS/GSH 2019 Revision
PRI;Puerto Rico;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2014;Counts;652;MD/NSO/SDG
PRT;Portugal;Europe;Southern Europe;Victims of intentional homicide;Male;2014;Counts;43,88990826;MD/SDG/GSH 2023 Revision
PRY;Paraguay;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2014;Counts;509;CTS
QAT;Qatar;Asia;Western Asia;Victims of intentional homicide;Male;2014;Counts;7;MD/SDG/MoI
ROU;Romania;Europe;Eastern Europe;Victims of intentional homicide;Male;2014;Counts;218;MD/SDG/CTS
RUS;Russian Federation;Europe;Eastern Europe;Victims of intentional homicide;Male;2014;Counts;12325;WHO/NSO/GSH 2019 Revision/GSH 2023 Revision/CTS
SGP;Singapore;Asia;South-eastern Asia;Victims of intentional homicide;Male;2014;Counts;7;CTS/SDG
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2014;Counts;3627;PAHO/CTS
SRB;Serbia;Europe;Southern Europe;Victims of intentional homicide;Male;2014;Counts;81;MD/CTS/GSH 2023 Revision
SUR;Suriname;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2014;Counts;26;PAHO/OAS/CTS
SVK;Slovakia;Europe;Eastern Europe;Victims of intentional homicide;Male;2014;Counts;46;SDG/GSH 2023 Revision/CTS
SVN;Slovenia;Europe;Southern Europe;Victims of intentional homicide;Male;2014;Counts;10;CTS
SWE;Sweden;Europe;Northern Europe;Victims of intentional homicide;Male;2014;Counts;62;MD/SDG/CTS
SYC;Seychelles;Africa;Sub-Saharan Africa;Victims of intentional homicide;Male;2014;Counts;13,53846154;MD
TCA;Turks and Caicos Islands;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2014;Counts;2;MD
THA;Thailand;Asia;South-eastern Asia;Victims of intentional homicide;Male;2014;Counts;2245,457014;MD
TKM;Turkmenistan;Asia;Central Asia;Victims of intentional homicide;Male;2014;Counts;71;WHO
TTO;Trinidad and Tobago;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2014;Counts;360;CTS/GSH 2019 Revision/NGO
UGA;Uganda;Africa;Sub-Saharan Africa;Victims of intentional homicide;Male;2014;Counts;3631,806035;CTS
URY;Uruguay;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2014;Counts;217;CTS/UNSDC
USA;United States of America;Americas;Northern America;Victims of intentional homicide;Male;2014;Counts;10980,15796;UNSDC/NP/CTS/SDG
VAT;Holy See;Europe;Southern Europe;Victims of intentional homicide;Male;2014;Counts;0;CTS
XKX;Kosovo under UNSCR 1244;Europe;Southern Europe;Victims of intentional homicide;Male;2014;Counts;43;CTS
ALB;Albania;Europe;Southern Europe;Victims of intentional homicide;Male;2015;Counts;48;MD/CTS/GSH 2023 Revision/NSO
AND;Andorra;Europe;Southern Europe;Victims of intentional homicide;Male;2015;Counts;0;CTS
ARE;United Arab Emirates;Asia;Western Asia;Victims of intentional homicide;Male;2015;Counts;50,18181818;CTS
ARG;Argentina;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2015;Counts;2450;CTS
ARM;Armenia;Asia;Western Asia;Victims of intentional homicide;Male;2015;Counts;54;UNECE/WHO/CTS/Covid-19/SDG
ATG;Antigua and Barbuda;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2015;Counts;4;MD/PAHO/OAS/CTS
AUS;Australia;Oceania;Australia and New Zealand;Victims of intentional homicide;Male;2015;Counts;151;MD/GSH 2019 Revision/SDG/CTS
AUT;Austria;Europe;Western Europe;Victims of intentional homicide;Male;2015;Counts;27;MD/CTS/GSH 2023 Revision
AZE;Azerbaijan;Asia;Western Asia;Victims of intentional homicide;Male;2015;Counts;139;NSO/CTS
BDI;Burundi;Africa;Sub-Saharan Africa;Victims of intentional homicide;Male;2015;Counts;383;SDG
BEL;Belgium;Europe;Western Europe;Victims of intentional homicide;Male;2015;Counts;126;MD/MoH Adjusted/MoI
BGR;Bulgaria;Europe;Eastern Europe;Victims of intentional homicide;Male;2015;Counts;97;MD/CTS
BHR;Bahrain;Asia;Western Asia;Victims of intentional homicide;Male;2015;Counts;3;SDG/MoI
BHS;Bahamas;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2015;Counts;130;MD/CTS/GSH 2023 Revision/NP
BIH;Bosnia and Herzegovina;Europe;Southern Europe;Victims of intentional homicide;Male;2015;Counts;39;UNECE/CTS/SDG
BLR;Belarus;Europe;Eastern Europe;Victims of intentional homicide;Male;2015;Counts;210;CTS
BLZ;Belize;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2015;Counts;110;OAS/CTS/MoI
BMU;Bermuda;Americas;Northern America;Victims of intentional homicide;Male;2015;Counts;4;MD/CTS/External
BOL;Bolivia (Plurinational State of);Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2015;Counts;334;OAS/GSH 2023 Revision/CTS
BRA;Brazil;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2015;Counts;53467;MD/DATASUS
BRB;Barbados;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2015;Counts;28;MD/CTS
BTN;Bhutan;Asia;Southern Asia;Victims of intentional homicide;Male;2015;Counts;10;CTS/SDG
CAN;Canada;Americas;Northern America;Victims of intentional homicide;Male;2015;Counts;432;MD/SDG/GSH 2023 Revision/CTS
CHE;Switzerland;Europe;Western Europe;Victims of intentional homicide;Male;2015;Counts;27;MD/CTS
CHL;Chile;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2015;Counts;370;CTS/OAS/SDG
CMR;Cameroon;Africa;Sub-Saharan Africa;Victims of intentional homicide;Male;2015;Counts;669;NSO
COL;Colombia;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2015;Counts;11715;MD/CTS/GSH 2023 Revision
CPV;Cabo Verde;Africa;Sub-Saharan Africa;Victims of intentional homicide;Male;2015;Counts;39;MD/CTS/SAS/MoH/NP
CRI;Costa Rica;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2015;Counts;515;MD/CTS/SDG
CUB;Cuba;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2015;Counts;480;MD/MoH
CYP;Cyprus;Asia;Western Asia;Victims of intentional homicide;Male;2015;Counts;12;CTS
CZE;Czechia;Europe;Eastern Europe;Victims of intentional homicide;Male;2015;Counts;39;MD/GSH 2019 Revision/UNSDC/CTS
DEU;Germany;Europe;Western Europe;Victims of intentional homicide;Male;2015;Counts;355;SDG/CTS/NP
DMA;Dominica;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2015;Counts;8;MD/OAS/CTS
DNK;Denmark;Europe;Northern Europe;Victims of intentional homicide;Male;2015;Counts;38,62295082;GSH 2019 Revision/MD/CTS/NSO
DZA;Algeria;Africa;Northern Africa;Victims of intentional homicide;Male;2015;Counts;475;CTS
ECU;Ecuador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2015;Counts;878;MD/OAS/CTS/SDG
ESP;Spain;Europe;Southern Europe;Victims of intentional homicide;Male;2015;Counts;181;MD/CTS/SDG
EST;Estonia;Europe;Northern Europe;Victims of intentional homicide;Male;2015;Counts;34,28571429;MD/CTS/UNODC Research
FIN;Finland;Europe;Northern Europe;Victims of intentional homicide;Male;2015;Counts;66;MD/CTS/SDG
FRA;France;Europe;Western Europe;Victims of intentional homicide;Male;2015;Counts;630,1132075;CTS/MoI
GBR;United Kingdom of Great Britain and Northern Ireland;Europe;Northern Europe;Victims of intentional homicide;Male;2015;Counts;454,6906854;Computed
GBR_E_W;United Kingdom (England and Wales);Europe;Northern Europe;Victims of intentional homicide;Male;2015;Counts;369;SDG/CTS
GBR_NI;United Kingdom (Northern Ireland);Europe;Northern Europe;Victims of intentional homicide;Male;2015;Counts;18;CTS/SDG/GSH 2023 Revision
GBR_S;United Kingdom (Scotland);Europe;Northern Europe;Victims of intentional homicide;Male;2015;Counts;42;MD/SDG/NSO
GRC;Greece;Europe;Southern Europe;Victims of intentional homicide;Male;2015;Counts;63;MD/CTS/UNODC Research
GRD;Grenada;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2015;Counts;4;CTS/UNODC Research
GUY;Guyana;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2015;Counts;121;CTS/UNODC Research
HKG;China, Hong Kong Special Administrative Region;Asia;Eastern Asia;Victims of intentional homicide;Male;2015;Counts;13;SDG/CTS
HND;Honduras;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2015;Counts;4669,814225;NP/CTS
HRV;Croatia;Europe;Southern Europe;Victims of intentional homicide;Male;2015;Counts;22;MD/CTS/UNODC Research
HTI;Haiti;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2015;Counts;982;DPKO/NP
HUN;Hungary;Europe;Eastern Europe;Victims of intentional homicide;Male;2015;Counts;119;MD/CTS
IND;India;Asia;Southern Asia;Victims of intentional homicide;Male;2015;Counts;27284;MoI/NCRB India
IRL;Ireland;Europe;Northern Europe;Victims of intentional homicide;Male;2015;Counts;23;MD/CTS
ISL;Iceland;Europe;Northern Europe;Victims of intentional homicide;Male;2015;Counts;3;MD/CTS
ISR;Israel;Asia;Western Asia;Victims of intentional homicide;Male;2015;Counts;86;MD/NSO/SDG/GSH 2023 Revision
ITA;Italy;Europe;Southern Europe;Victims of intentional homicide;Male;2015;Counts;333,0730088;MD/CTS/SDG
JAM;Jamaica;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2015;Counts;1093;CTS/NP
JPN;Japan;Asia;Eastern Asia;Victims of intentional homicide;Male;2015;Counts;145;GSH 2019 Revision/CTS/SDG/MoI
KAZ;Kazakhstan;Asia;Central Asia;Victims of intentional homicide;Male;2015;Counts;602;CTS
KEN;Kenya;Africa;Sub-Saharan Africa;Victims of intentional homicide;Male;2015;Counts;1649,803403;CTS
KOR;Republic of Korea;Asia;Eastern Asia;Victims of intentional homicide;Male;2015;Counts;177;GSH 2019 Revision/CTS
LBN;Lebanon;Asia;Western Asia;Victims of intentional homicide;Male;2015;Counts;128;CTS
LCA;Saint Lucia;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2015;Counts;23;MD/GSH 2019 Revision/CTS
LIE;Liechtenstein;Europe;Western Europe;Victims of intentional homicide;Male;2015;Counts;0;CTS/NSO
LKA;Sri Lanka;Asia;Southern Asia;Victims of intentional homicide;Male;2015;Counts;376;CTS/GSH 2019 Revision
